heap_mc_len;heap_mc_nanos;heap_mc_iterations;heap_mc_clones;heap_mc_circuit;
39785.097640	539692800	6429	4065	[{"x":9629.821087664906,"y":737.0754969282541},{"x":7899.167296591011,"y":3655.815563715579},{"x":7905.969979758784,"y":5133.702141215102},{"x":7447.956403566089,"y":5194.8750846531975},{"x":7105.137125439464,"y":5380.519182424458},{"x":7320.310819353839,"y":6305.870063372143},{"x":8086.057137100829,"y":6790.282343089182},{"x":6769.733886950352,"y":8325.021319270945},{"x":6518.142873331235,"y":9814.22366355255},{"x":6352.701897331465,"y":9619.972072897828},{"x":5138.744236786081,"y":9172.28250232431},{"x":3242.9311062475635,"y":9891.48490511899},{"x":2608.464837868254,"y":7932.317374541488},{"x":1901.8511512642608,"y":6136.475860614112},{"x":3725.2652419363385,"y":6735.3875661277825},{"x":4043.6648719413292,"y":7130.567943078116},{"x":4529.230082113071,"y":6991.060379747161},{"x":5654.767349441799,"y":6430.785329302189},{"x":5609.999538505445,"y":4409.718998239277},{"x":5895.99532573973,"y":3554.814366781151},{"x":4348.700046012755,"y":3762.127096450437},{"x":3854.8958668309147,"y":4442.309617641863},{"x":2988.0542414721485,"y":2998.670293397821},{"x":2149.876739344621,"y":718.0821763336206},{"x":7753.20304802624,"y":758.2739668054279}]
42495.682867	524118500	5986	4726	[{"x":1944.1313100425352,"y":1131.8072661122153},{"x":3829.4036785584512,"y":2311.643996992818},{"x":6545.238069748743,"y":1053.962433584706},{"x":8385.637313512534,"y":1142.4732390349143},{"x":9934.53691225059,"y":3355.9309423202503},{"x":9376.665602544093,"y":4943.238445618597},{"x":8504.702785102594,"y":4689.563408601794},{"x":7840.310526242278,"y":4744.308199659874},{"x":9022.759508354691,"y":6112.072935218826},{"x":8307.887816353503,"y":9165.074188576149},{"x":7623.5189356592255,"y":9092.54001645485},{"x":7151.223629145909,"y":6657.207824785395},{"x":6566.223929474111,"y":7111.414247020519},{"x":5588.43243248805,"y":6515.111864741339},{"x":5477.493445233854,"y":5129.982404710778},{"x":4609.513806439828,"y":5059.418120438039},{"x":4868.296082351037,"y":7506.965020948251},{"x":4026.453204493523,"y":9158.865104537637},{"x":1177.5850282219465,"y":9183.649740100283},{"x":1763.138967910617,"y":7694.244508412918},{"x":2259.691153884612,"y":6901.773219682237},{"x":2626.826576632846,"y":6260.195183364539},{"x":2919.6119702432547,"y":5903.389812889558},{"x":1111.5520927595305,"y":5157.800667825092},{"x":691.428613684856,"y":3968.5770913456336}]
45760.877756	191042500	3064	2232	[{"x":496.4582724373703,"y":120.72311990976372},{"x":2254.653146069679,"y":1535.1522519412815},{"x":2166.8482575281,"y":3281.5100200902707},{"x":3329.3424753628947,"y":5742.8801579552055},{"x":4269.751842194171,"y":6029.305202153492},{"x":4600.688997348031,"y":4986.435983757015},{"x":4322.7931200074045,"y":4207.514821815085},{"x":5650.100550912744,"y":2175.081880285565},{"x":5811.925049331673,"y":927.9027373468003},{"x":7375.407342746384,"y":1112.6678717520165},{"x":8600.044084778729,"y":1520.967390407577},{"x":9350.441649493469,"y":3064.62328878604},{"x":7622.635887732114,"y":3431.5903045113055},{"x":7931.444142513849,"y":4924.998726364286},{"x":9616.860240661936,"y":4677.320708605827},{"x":9276.090641718638,"y":9301.494092301107},{"x":8324.914999056742,"y":9300.868288953117},{"x":8108.367940610303,"y":8807.459885050088},{"x":4972.908041196287,"y":7703.0899873361905},{"x":2796.9486972464624,"y":9473.853734875584},{"x":2571.201740681134,"y":8556.078202028642},{"x":1066.6564175288706,"y":7816.788931699819},{"x":284.1306300913791,"y":6580.1947314660665},{"x":202.4558610065437,"y":5871.859254611942},{"x":1.2556998186282267,"y":2248.1871232510116}]
45375.618182	151036500	1810	1356	[{"x":9352.11631019526,"y":9423.461952299835},{"x":7206.039199812017,"y":9974.119655387844},{"x":3682.52078582532,"y":8145.366006090193},{"x":3777.4553088615253,"y":7426.230551768031},{"x":3558.2476446066785,"y":7233.577943228851},{"x":1737.5878642146092,"y":8629.091947921372},{"x":599.7758183927799,"y":8997.319347808456},{"x":304.5939590931446,"y":7836.4014718944},{"x":2196.4635363701705,"y":4678.824995724122},{"x":172.62300681790452,"y":4209.190766949915},{"x":800.4847939151387,"y":3077.1269097300124},{"x":340.07334725548475,"y":97.54044264207677},{"x":1189.5992582791089,"y":254.7240097451744},{"x":1840.7451821027437,"y":576.0187039884385},{"x":5023.725973692895,"y":2960.9598107254287},{"x":6519.399322888574,"y":3657.754010256375},{"x":6582.337469867666,"y":2228.3591881232437},{"x":7506.753980486796,"y":1334.0690508681498},{"x":9231.15345383213,"y":2928.053633457271},{"x":8676.999829031241,"y":3225.000166040278},{"x":8809.202260888493,"y":4392.255677139552},{"x":7169.188116053663,"y":4766.461519869563},{"x":6292.27145035624,"y":4913.248222496809},{"x":5550.703539835578,"y":4930.556981602616},{"x":7168.498736804117,"y":5940.284397751733}]
41762.533422	44008600	686	300	[{"x":9156.107375329198,"y":9536.140821719957},{"x":8040.153006805667,"y":9363.111425654703},{"x":5219.734661462542,"y":8472.652228222094},{"x":3851.855390843678,"y":7958.322802511021},{"x":708.1391897459406,"y":9253.291163346754},{"x":142.9196765860006,"y":9028.838080940845},{"x":155.86972824291414,"y":8976.410988270165},{"x":876.9405528983805,"y":4591.31992913422},{"x":737.149368048846,"y":4072.8810617730483},{"x":2508.945232747026,"y":4387.028776246524},{"x":2695.5939650218615,"y":1370.266652847588},{"x":4164.601600345753,"y":1431.2417420350612},{"x":4397.953396695818,"y":1502.4661852820216},{"x":4121.902912055366,"y":182.87823208678617},{"x":4833.423438092266,"y":139.72630970639267},{"x":7396.544186030408,"y":592.4079764686111},{"x":9767.97145691203,"y":231.27872761480282},{"x":7309.640974452955,"y":1725.627596420779},{"x":7027.103651279511,"y":2987.9307625435504},{"x":6517.887122597963,"y":2847.628865023026},{"x":5766.347380825345,"y":3179.0107885429743},{"x":5419.341365356249,"y":3485.557095071327},{"x":6002.7474014581385,"y":3636.2677401515202},{"x":7078.956644242436,"y":4372.201216964859},{"x":7027.213719964797,"y":5419.169049516132}]
43967.041777	3318416900	34781	32217	[{"x":9321.385397472364,"y":8880.709695808375},{"x":6920.915805481308,"y":7645.440415059816},{"x":5802.642840748034,"y":6740.587061715309},{"x":5383.311219823588,"y":7749.772261358014},{"x":4591.106225341195,"y":6865.5031931175545},{"x":4781.118139807319,"y":6376.392347738928},{"x":4952.651119990762,"y":4275.233666509175},{"x":4122.46873261423,"y":3756.4595946809563},{"x":3421.05093802189,"y":4263.279033774747},{"x":3238.3746292680908,"y":4812.251910120728},{"x":2246.88698990395,"y":7928.5451652515085},{"x":1029.4840915703978,"y":7806.511273328149},{"x":106.73771699535833,"y":7061.768991942528},{"x":1389.3456580215984,"y":3832.2101051211575},{"x":476.6423223163045,"y":113.4821695905653},{"x":2855.743104394935,"y":2016.7369034187932},{"x":3394.698262232742,"y":1768.476198002809},{"x":3690.4939364269235,"y":1238.6060041780515},{"x":3345.1812935174225,"y":184.73958079512545},{"x":4863.782971093576,"y":671.1733725088152},{"x":5564.855344862094,"y":234.30724033350626},{"x":9447.17736204156,"y":2319.141046070886},{"x":8706.335574100769,"y":3681.230985123197},{"x":7870.038169520358,"y":5715.803976126949},{"x":8710.348252047132,"y":6621.070564028073}]
39627.607491	11072317800	147459	87923	[{"x":542.0492953661754,"y":610.5925089989078},{"x":1733.1053960401582,"y":625.9865731867138},{"x":4101.251918957842,"y":1246.7918187450746},{"x":3612.0236075314165,"y":2311.2292912449448},{"x":4276.030197507021,"y":4580.403156727708},{"x":6255.982505113846,"y":3004.49136291936},{"x":6888.462796158683,"y":1600.479283368869},{"x":9525.289894104113,"y":1780.5955002482358},{"x":9173.035041132958,"y":2632.9650810933995},{"x":9837.930492404263,"y":6327.045313369639},{"x":9617.196938970797,"y":6129.994006445966},{"x":9572.346039030042,"y":6007.458032019502},{"x":8389.560896174959,"y":5526.31406694489},{"x":8414.070308903641,"y":5154.937817112932},{"x":7796.351942387654,"y":4751.853686143654},{"x":7032.257793552099,"y":4461.101693886736},{"x":6697.852202544409,"y":4422.58259638113},{"x":5867.268421727816,"y":6702.14408553159},{"x":4513.759671536094,"y":8446.502614414458},{"x":3536.0512401511473,"y":7027.681749700214},{"x":1957.2234230276802,"y":8143.930184476569},{"x":1907.0196887519355,"y":7956.358894602198},{"x":1867.1968064328187,"y":4747.094375110928},{"x":926.1340061304012,"y":4369.983034011007},{"x":628.6918717843809,"y":4613.284533898968}]
43627.714047	7646439700	102473	60217	[{"x":9880.995621364356,"y":651.1096276615857},{"x":8954.439433146168,"y":2712.517249036229},{"x":5065.364805903925,"y":4282.824239940049},{"x":5818.71032069628,"y":4695.161050256514},{"x":6282.35866471868,"y":5358.545394117795},{"x":6686.031211437014,"y":4727.613745559598},{"x":7072.506705200828,"y":4771.667733052202},{"x":8482.440367659256,"y":5664.881699425187},{"x":8836.6755150062,"y":6452.003967194111},{"x":8804.813404684226,"y":6970.715511901318},{"x":6367.49002164491,"y":7935.303208853905},{"x":5777.534905469917,"y":9714.823257084057},{"x":4418.251155526577,"y":9451.566471807733},{"x":4445.402421578648,"y":8805.076414246883},{"x":4935.475488750723,"y":8034.552765849222},{"x":4513.103839638557,"y":8319.204628105943},{"x":4134.217341741107,"y":8511.726782190204},{"x":591.6046955707969,"y":9036.510464606821},{"x":928.8105085484335,"y":6326.606288320322},{"x":1766.0287220463547,"y":6536.2162122336185},{"x":1844.8972194387468,"y":5240.252935978461},{"x":1678.6314892690618,"y":5062.76190824347},{"x":696.0155753683457,"y":4552.725356128375},{"x":26.289358532924208,"y":1472.0341216058478},{"x":7128.76937526447,"y":332.61745457765613}]
41124.479255	118808500	1585	1119	[{"x":1829.2785751195381,"y":9308.709995872883},{"x":1760.9041708962402,"y":6444.04455624104},{"x":4974.147536483682,"y":5660.790410349401},{"x":5614.379030381687,"y":5205.798341058773},{"x":4922.715951817741,"y":3908.053020629211},{"x":3654.96797338009,"y":2807.8280370652055},{"x":3113.644906586579,"y":1772.9480271648745},{"x":1272.798730885699,"y":1202.4233894750555},{"x":1626.4799562010876,"y":51.30910118504869},{"x":4147.529011182928,"y":563.7689792801807},{"x":4424.326217826287,"y":613.3285177776596},{"x":5333.564076098829,"y":1703.0349374201687},{"x":6114.463764805381,"y":2355.6405147196506},{"x":8222.70503886986,"y":1791.5553191324957},{"x":8329.020353921902,"y":634.9259809289866},{"x":9556.821367978793,"y":1963.8930549381744},{"x":8522.972367795011,"y":2749.2910748361555},{"x":6537.285738977959,"y":4514.168849911133},{"x":7135.753679079271,"y":5511.472656709976},{"x":7399.738948493015,"y":6623.54658494154},{"x":7113.288953383442,"y":7602.7175533886175},{"x":8653.447482865693,"y":8536.896767623291},{"x":6528.687345071097,"y":9600.923279770537},{"x":6029.888489575464,"y":9588.91136540522},{"x":5329.272277810979,"y":9175.6271332539}]
45306.561460	6859925300	84461	66609	[{"x":2203.4779854508683,"y":82.23575348544075},{"x":6343.180613151964,"y":2143.85496981056},{"x":6500.377684492946,"y":1852.24298963446},{"x":8818.29900922838,"y":782.8636891364599},{"x":7773.443126730155,"y":2906.3259758653853},{"x":8893.48390830874,"y":3710.578875489422},{"x":8993.318991114065,"y":3947.8675311132383},{"x":9494.731553637715,"y":4333.136496647127},{"x":7638.596573102415,"y":3863.3865683044605},{"x":6110.597047355871,"y":4384.3900466989},{"x":7032.984454305418,"y":6468.250874467603},{"x":6601.256389265852,"y":7265.614085160961},{"x":7707.729233245334,"y":8408.945701595556},{"x":9530.543987895082,"y":8948.899990082358},{"x":8201.722171754614,"y":9997.09313740168},{"x":6039.971173464473,"y":8167.711770437762},{"x":4591.145243189685,"y":8225.699788098635},{"x":2239.5596249518153,"y":9455.022671514213},{"x":2209.5019760746964,"y":8594.926446014364},{"x":2776.5398445747796,"y":7792.719228143581},{"x":715.2793265793434,"y":5408.555474840216},{"x":1538.8539684878879,"y":4519.940724746122},{"x":3362.656698297589,"y":5587.660201376559},{"x":3795.121807173696,"y":4018.2772608910777},{"x":3432.377348858173,"y":1687.719174167161}]
46096.090589	2646956700	32543	24585	[{"x":9202.69358191035,"y":137.57252353720867},{"x":9283.189872001703,"y":6667.493477028134},{"x":8908.128593198408,"y":9493.552699705078},{"x":8108.25527885058,"y":9552.901659427751},{"x":5270.167342512559,"y":9960.388163671787},{"x":5121.827090350382,"y":9116.35156990204},{"x":4777.343647176504,"y":7898.629116185918},{"x":3612.7759885746864,"y":7760.557330392065},{"x":1833.5055707595054,"y":9240.415232110421},{"x":722.1091627786922,"y":9689.838985996415},{"x":1032.5289248372737,"y":7115.868503739957},{"x":1795.860928396874,"y":6894.303587862631},{"x":2792.4357454927012,"y":6733.355063183796},{"x":4487.876444159281,"y":5100.013465122215},{"x":2295.355222964101,"y":4145.775607196867},{"x":2259.1595518902727,"y":3888.7627303896543},{"x":1743.3018516707982,"y":4312.743786321614},{"x":940.0905879533746,"y":2609.8816692837217},{"x":756.2104915825965,"y":1762.3616437421958},{"x":175.4873997871623,"y":61.66669439927658},{"x":1845.8276700501845,"y":1420.246129265839},{"x":3921.834542390901,"y":2312.5301050331755},{"x":3886.423479503879,"y":555.3746564017235},{"x":5949.12865046116,"y":255.44415035712038},{"x":7039.728753550506,"y":619.74327750907}]
44748.693005	237053300	3391	1771	[{"x":9681.43260969826,"y":454.1637513418519},{"x":9690.013043413459,"y":1643.5319392198392},{"x":9286.175471081708,"y":4159.549531434532},{"x":9753.36754233313,"y":5590.2384506119715},{"x":9263.117187159254,"y":8595.463932000583},{"x":9536.923159255493,"y":9438.74803770236},{"x":7619.890813359328,"y":7193.416139382471},{"x":7509.363942298704,"y":5299.637809181819},{"x":4119.952561209201,"y":7194.267213012109},{"x":3917.254715661837,"y":6024.67953897178},{"x":2806.9618970342035,"y":6458.5902025486275},{"x":604.4974517850636,"y":9354.400610658535},{"x":117.13845287293547,"y":8966.785196850102},{"x":767.371796708898,"y":8153.611582569297},{"x":1104.0826905992737,"y":7066.305528647785},{"x":629.8403181719177,"y":5725.423671086587},{"x":1942.2626211010963,"y":5123.432778861979},{"x":3731.9377145407325,"y":4008.12582935199},{"x":3971.3197980924047,"y":3769.4301946785718},{"x":4020.047064403574,"y":3499.8044700242194},{"x":3644.5656706518944,"y":2260.9791254799434},{"x":2643.9698144063473,"y":322.04039137594503},{"x":4045.6323026257287,"y":1257.0243059392658},{"x":6585.249497461202,"y":2381.6901732745305},{"x":7859.384459743673,"y":2959.5295006041024}]
44555.896416	372626000	4758	3590	[{"x":1295.7084075792663,"y":9744.459513137144},{"x":2007.5011647620363,"y":6365.936924036273},{"x":2671.168784594995,"y":5836.616055279353},{"x":2552.635884979348,"y":4692.903034776611},{"x":998.6323393757494,"y":5600.302578700267},{"x":493.7083180989143,"y":4782.294232312505},{"x":29.01106254065708,"y":3132.0906867020835},{"x":224.50690834375862,"y":1423.9607939070995},{"x":1614.5148579780525,"y":742.4907264593758},{"x":2072.134772609589,"y":1417.8215069432085},{"x":3447.0252029360977,"y":1127.65985820762},{"x":4648.164608866336,"y":1870.381102283625},{"x":4897.724109062874,"y":762.8514500470802},{"x":7314.477609875047,"y":1467.4211920918808},{"x":6030.401900983964,"y":3540.4502057212394},{"x":5512.365166446019,"y":5448.148875666567},{"x":6439.426013273015,"y":4311.704245012235},{"x":7491.75564839059,"y":3649.0990054527088},{"x":8735.96593181029,"y":4404.985529877225},{"x":9072.671423728005,"y":4646.059991072101},{"x":9970.470166267214,"y":3557.228244084818},{"x":9688.179114917284,"y":7969.853058103437},{"x":7639.912016583916,"y":8429.941189390831},{"x":6154.866713001343,"y":9596.877274769158},{"x":4326.607087191645,"y":8677.255003586504}]
44454.125814	732163900	11492	5565	[{"x":8790.750372891222,"y":566.1709402291692},{"x":6146.660251516557,"y":3784.1133178300806},{"x":5200.496064152654,"y":5493.873688495196},{"x":6776.187270236242,"y":4910.614075627275},{"x":7287.077761768896,"y":4900.768587649083},{"x":9068.301927578073,"y":5436.567742057321},{"x":9682.732666872582,"y":6942.6099564287115},{"x":8084.129839818577,"y":7184.240924994016},{"x":5972.822931695077,"y":7813.685568839434},{"x":5789.361779937981,"y":7483.701281558709},{"x":5319.457088034014,"y":7198.3779277535095},{"x":4195.27136554382,"y":7162.836484554573},{"x":4016.784859531806,"y":8019.051798473449},{"x":4658.916859116392,"y":9923.786751095753},{"x":1999.0413650710234,"y":8728.508790283682},{"x":1017.8835715531094,"y":7122.774533025331},{"x":1792.3041081508964,"y":7132.014319413415},{"x":3390.542711475982,"y":5133.185001727438},{"x":2432.19807028991,"y":5376.530083741008},{"x":506.50464296275004,"y":3936.4194388102796},{"x":28.387135653666846,"y":2935.594478399951},{"x":1338.3524870133072,"y":1037.854640110299},{"x":1537.401616621686,"y":1391.8962846725549},{"x":3815.2871976399065,"y":2814.319224311123},{"x":6741.889305846465,"y":373.22991609038195}]
42861.429445	2353908700	36103	25067	[{"x":1018.1913635777648,"y":294.07472053954024},{"x":1653.882140198128,"y":217.85740612338049},{"x":2445.5114413670117,"y":218.01318553240367},{"x":9164.013619053834,"y":1783.9782892723813},{"x":9512.552252745283,"y":3172.3677914955397},{"x":9598.733197371688,"y":3495.5266897236697},{"x":9998.297378985217,"y":5396.800343062259},{"x":9741.665439324692,"y":7492.400426409891},{"x":9980.529530150856,"y":7773.066352572709},{"x":9156.178610073921,"y":7942.387710838627},{"x":9181.405968393137,"y":8751.41702357922},{"x":5801.124049950192,"y":9879.6720692588},{"x":5759.9197299481475,"y":9249.072449163692},{"x":5920.033853411221,"y":7937.7891313406235},{"x":7990.825112268304,"y":7423.759243098379},{"x":7593.721367016192,"y":5064.610622893494},{"x":5705.241881244501,"y":4245.278235805959},{"x":3318.9816747336263,"y":5017.60541123312},{"x":2557.0440532488624,"y":5262.775351695279},{"x":41.400558528757756,"y":7162.291184102024},{"x":1392.472534558297,"y":5192.582564008337},{"x":1406.1173075512472,"y":3730.706846395155},{"x":2417.100275240712,"y":2466.06188235189},{"x":2246.4730688867253,"y":1712.242519316906},{"x":1689.0370794216728,"y":913.4443735996858}]
39536.174697	557124400	7096	4682	[{"x":747.091162792455,"y":9475.752702818963},{"x":2289.481822752564,"y":7369.342045928979},{"x":1424.2663508591286,"y":6106.974062504651},{"x":1641.115954901653,"y":5957.897117252267},{"x":2129.281354735749,"y":2564.3710763600475},{"x":2986.965169996933,"y":2027.8668740586131},{"x":5522.739735517782,"y":2569.639434807412},{"x":7038.193280620675,"y":850.3455603087817},{"x":8096.56830153746,"y":1167.7216281229803},{"x":7311.556526271117,"y":2614.600371627318},{"x":7183.075816431103,"y":2962.82760496275},{"x":5891.5764453137035,"y":3885.2273521074153},{"x":6131.074507134324,"y":4246.803091012138},{"x":5810.6835983115925,"y":4510.540829124816},{"x":4384.452888607269,"y":5525.182365323226},{"x":6539.806096214949,"y":5595.154729291699},{"x":8941.733977373799,"y":4807.7516449776185},{"x":9860.421911612768,"y":7220.45965160708},{"x":9876.833253284341,"y":7820.498154903445},{"x":8706.528296346298,"y":7977.129803559118},{"x":6693.925716726544,"y":7224.932632716833},{"x":5396.242559068933,"y":7234.499769165786},{"x":3702.721278626386,"y":8002.191789158778},{"x":4030.876719633178,"y":8699.199745141603},{"x":2186.13927681608,"y":9088.090204247435}]
39808.919504	266625200	3594	2615	[{"x":9489.160404008435,"y":1655.4357123997197},{"x":8897.266014433062,"y":6257.540871528311},{"x":6856.407898377048,"y":7426.514557466339},{"x":5013.406064851279,"y":8096.62103362847},{"x":4099.5238936206515,"y":7977.954179611836},{"x":3225.22747767593,"y":8840.836423472098},{"x":2090.6595804133194,"y":9562.879897055962},{"x":1671.5436472823314,"y":8456.871630724594},{"x":591.7220683324819,"y":8508.601160278069},{"x":1237.4099697316935,"y":5588.348194935174},{"x":2153.8533637038618,"y":5993.696920819959},{"x":3606.3943126786858,"y":6614.881425155848},{"x":4396.447530836592,"y":6243.139631830571},{"x":4049.097558623287,"y":4435.518637946511},{"x":4091.036906873345,"y":3257.6977076620087},{"x":1824.5771315241755,"y":3159.9220968738805},{"x":1396.9498639842925,"y":3730.91927959813},{"x":1112.9245557112217,"y":3694.4915108318764},{"x":131.18803190539683,"y":2349.311674495524},{"x":429.70566252732357,"y":1849.6024933370998},{"x":1394.9252485696197,"y":1502.1634614140464},{"x":4569.976749054483,"y":1140.0920564881292},{"x":6950.8703859553925,"y":643.3504718337733},{"x":7796.728773379507,"y":772.3093571679847},{"x":8093.6591598894765,"y":1921.249659727294}]
33166.984645	49011300	725	435	[{"x":440.448365630678,"y":9058.418246292635},{"x":2017.7025371753557,"y":7718.375364144792},{"x":3337.387984184996,"y":6212.365032926958},{"x":4434.885328603433,"y":6548.403322542042},{"x":4816.492050300248,"y":4298.572994399647},{"x":5303.113199103747,"y":3888.7518924390624},{"x":6747.84193872337,"y":3134.673232647528},{"x":7032.881404030527,"y":2926.7296932348495},{"x":6814.10243294262,"y":2167.273305571901},{"x":5762.906898861491,"y":1123.4973039152426},{"x":7231.057783700996,"y":1960.8140735143045},{"x":7199.3081196169505,"y":2093.0408448583453},{"x":8027.190480670037,"y":2471.435972310876},{"x":8914.322791472847,"y":3687.619545229156},{"x":8033.355369860098,"y":3501.679096454619},{"x":6713.959896037321,"y":4929.284424678561},{"x":7076.897541278819,"y":5568.477208582121},{"x":8081.932096118325,"y":6295.978876820025},{"x":9041.780806507273,"y":8702.680622362608},{"x":8757.198490647452,"y":8739.252043279977},{"x":7498.918737875149,"y":8846.945537801093},{"x":6114.707569499728,"y":8480.867995234445},{"x":3941.806358029605,"y":9283.025080238256},{"x":2918.8982375034766,"y":9285.5279370581},{"x":2772.788549934454,"y":8849.87988133358}]
